Country,Year,GDP_Projected
Lithuania,2026,97022.06666666642
Lithuania,2027,103344.32380952314
Lithuania,2028,109666.58095237985
Lithuania,2029,115988.83809523843
Lithuania,2030,122311.09523809515
Luxembourg,2026,100575.06666666735
Luxembourg,2027,104629.75238095224
Luxembourg,2028,108684.43809523806
Luxembourg,2029,112739.12380952388
Luxembourg,2030,116793.8095238097
Macau,2026,60290.79999999888
Macau,2027,66533.45714285597
Macau,2028,72776.11428571306
Macau,2029,79018.77142857015
Macau,2030,85261.42857142724
Madagascar,2026,19590.73333333386
Madagascar,2027,20677.133333333768
Madagascar,2028,21763.533333333675
Madagascar,2029,22849.93333333358
Madagascar,2030,23936.33333333349
Malawi,2026,13618.066666666651
Malawi,2027,13887.609523809515
Malawi,2028,14157.152380952379
Malawi,2029,14426.695238095243
Malawi,2030,14696.238095238106
Malaysia,2026,463915.6000000015
Malaysia,2027,482979.48571428657
Malaysia,2028,502043.37142857164
Malaysia,2029,521107.2571428567
Malaysia,2030,540171.1428571418
Maldives,2026,8494.066666666884
Maldives,2027,9197.323809524067
Maldives,2028,9900.580952381017
Maldives,2029,10603.8380952382
Maldives,2030,11307.095238095382
Mali,2026,24607.200000000186
Mali,2027,25768.97142857127
Mali,2028,26930.742857142817
Mali,2029,28092.514285714366
Mali,2030,29254.285714285914
Malta,2026,27624.533333333675
Malta,2027,29437.733333333395
Malta,2028,31250.93333333358
Malta,2029,33064.13333333377
Malta,2030,34877.33333333349
Marshall Islands,2026,299.40000000000146
Marshall Islands,2027,309.22857142857174
Marshall Islands,2028,319.05714285714566
Marshall Islands,2029,328.88571428571595
Marshall Islands,2030,338.71428571428623
Mauritania,2026,12077.800000000047
Mauritania,2027,12672.885714285774
Mauritania,2028,13267.971428571502
Mauritania,2029,13863.05714285723
Mauritania,2030,14458.142857142957
Mauritius,2026,16595.0
Mauritius,2027,17510.28571428568
Mauritius,2028,18425.571428571362
Mauritius,2029,19340.857142857043
Mauritius,2030,20256.142857142724
Mexico,2026,2019910.5999999642
Mexico,2027,2156872.628571391
Mexico,2028,2293834.657142818
Mexico,2029,2430796.685714245
Mexico,2030,2567758.7142856717
Moldova,2026,21197.399999999907
Moldova,2027,22774.942857143003
Moldova,2028,24352.485714285634
Moldova,2029,25930.02857142873
Moldova,2030,27507.571428571362
Mongolia,2026,28294.06666666735
Mongolia,2027,30880.46666666679
Mongolia,2028,33466.86666666716
Mongolia,2029,36053.266666667536
Mongolia,2030,38639.66666666698
Montenegro,2026,9502.46666666679
Montenegro,2027,10264.980952380924
Montenegro,2028,11027.49523809529
Montenegro,2029,11790.009523809655
Montenegro,2030,12552.523809523787
Morocco,2026,170912.66666666605
Morocco,2027,178794.8095238097
Morocco,2028,186676.95238095336
Morocco,2029,194559.09523809515
Morocco,2030,202441.2380952388
Mozambique,2026,26033.80000000028
Mozambique,2027,27950.314285714645
Mozambique,2028,29866.828571428545
Mozambique,2029,31783.34285714291
Mozambique,2030,33699.857142857276
Myanmar,2026,62705.06666666662
Myanmar,2027,62849.180952380906
Myanmar,2028,62993.29523809519
Myanmar,2029,63137.409523809474
Myanmar,2030,63281.52380952376
Namibia,2026,14679.266666666837
Namibia,2027,15276.580952381017
Namibia,2028,15873.895238095429
Namibia,2029,16471.209523809608
Namibia,2030,17068.52380952402
Nauru,2026,173.33333333333394
Nauru,2027,178.33333333333394
Nauru,2028,183.33333333333394
Nauru,2029,188.33333333333394
Nauru,2030,193.33333333333394
Nepal,2026,48568.0
Nepal,2027,50923.142857142724
Nepal,2028,53278.28571428545
Nepal,2029,55633.42857142817
Nepal,2030,57988.5714285709
Netherlands,2026,1347136.7999999821
Netherlands,2027,1413545.8857142627
Netherlands,2028,1479954.9714285731
Netherlands,2029,1546364.0571428537
Netherlands,2030,1612773.1428571343
New Zealand,2026,266496.5333333351
New Zealand,2027,272859.876190478
New Zealand,2028,279223.2190476209
New Zealand,2029,285586.5619047638
New Zealand,2030,291949.9047619067
Nicaragua,2026,22957.866666666698
Nicaragua,2027,24695.495238095056
Nicaragua,2028,26433.12380952388
Nicaragua,2029,28170.75238095224
Nicaragua,2030,29908.380952381063
Niger,2026,22788.66666666651
Niger,2027,24409.523809523787
Niger,2028,26030.380952381063
Niger,2029,27651.238095237873
Niger,2030,29272.09523809515
Nigeria,2026,138951.9333333224
Nigeria,2027,79149.24761904776
Nigeria,2028,19346.561904758215
Nigeria,2029,-40456.12380953133
Nigeria,2030,-100258.80952382088
North Macedonia,2026,18847.133333333768
North Macedonia,2027,19913.647619048133
North Macedonia,2028,20980.161904762033
North Macedonia,2029,22046.6761904764
North Macedonia,2030,23113.190476190764
Norway,2026,540803.0666666664
Norway,2027,555401.4666666687
Norway,2028,569999.8666666672
Norway,2029,584598.2666666657
Norway,2030,599196.6666666679
Oman,2026,118090.33333333395
Oman,2027,123722.0476190485
Oman,2028,129353.76190476306
Oman,2029,134985.4761904776
Oman,2030,140617.19047619216
Pakistan,2026,400758.19999999925
Pakistan,2027,414219.1000000015
Pakistan,2028,427680.0
Pakistan,2029,441140.8999999985
Pakistan,2030,454601.80000000075
Palau,2026,336.86666666666133
Palau,2027,354.20952380952076
Palau,2028,371.5523809523729
Palau,2029,388.89523809523234
Palau,2030,406.2380952380918
Palestine,2026,21266.0
Palestine,2027,22066.5
Palestine,2028,22867.0
Palestine,2029,23667.5
Palestine,2030,24468.0
Panama,2026,101357.8666666653
Panama,2027,108233.35238095187
Panama,2028,115108.83809523657
Panama,2029,121984.32380952314
Panama,2030,128859.80952380784
Papua New Guinea,2026,35535.40000000037
Papua New Guinea,2027,37267.80000000028
Papua New Guinea,2028,39000.200000000186
Papua New Guinea,2029,40732.60000000009
Papua New Guinea,2030,42465.0
Paraguay,2026,47995.733333333395
Paraguay,2027,49808.419047619216
Paraguay,2028,51621.10476190504
Paraguay,2029,53433.79047619039
Paraguay,2030,55246.47619047621
Peru,2026,325728.3999999985
Peru,2027,345603.51428571343
Peru,2028,365478.62857142836
Peru,2029,385353.7428571433
Peru,2030,405228.8571428582
Philippines,2026,517460.8666666597
Philippines,2027,543575.4952380881
Philippines,2028,569690.1238095164
Philippines,2029,595804.7523809448
Philippines,2030,621919.3809523731
Poland,2026,1045738.8666666746
Poland,2027,1121227.780952394
Poland,2028,1196716.6952380836
Poland,2029,1272205.609523803
Poland,2030,1347694.5238095224
Portugal,2026,342075.19999999553
Portugal,2027,360640.8285714239
Portugal,2028,379206.45714285225
Portugal,2029,397772.0857142806
Portugal,2030,416337.71428570896
Puerto Rico,2026,128582.13333333284
Puerto Rico,2027,132723.36190476082
Puerto Rico,2028,136864.59047619067
Puerto Rico,2029,141005.81904761866
Puerto Rico,2030,145147.04761904664
Qatar,2026,252275.06666666642
Qatar,2027,266397.32380952686
Qatar,2028,280519.5809523836
Qatar,2029,294641.8380952403
Qatar,2030,308764.095238097
Republic of the Congo,2026,16233.666666666744
Republic of the Congo,2027,16910.8095238097
Republic of the Congo,2028,17587.952380952658
Republic of the Congo,2029,18265.095238095382
Republic of the Congo,2030,18942.23809523834
Romania,2026,439191.7333333343
Romania,2027,470652.56190476567
Romania,2028,502113.39047618955
Romania,2029,533574.2190476209
Romania,2030,565035.0476190522
Russia,2026,2355235.0666666627
Russia,2027,2461019.609523803
Russia,2028,2566804.1523809433
Russia,2029,2672588.6952380836
Russia,2030,2778373.238095224
Rwanda,2026,16340.13333333307
Rwanda,2027,17298.933333333116
Rwanda,2028,18257.733333333163
Rwanda,2029,19216.53333333321
Rwanda,2030,20175.333333333256
Saint Kitts and Nevis,2026,1211.7333333333227
Saint Kitts and Nevis,2027,1270.9904761904763
Saint Kitts and Nevis,2028,1330.2476190476154
Saint Kitts and Nevis,2029,1389.5047619047546
Saint Kitts and Nevis,2030,1448.7619047618937
Saint Lucia,2026,2987.666666666686
Saint Lucia,2027,3208.2380952381063
Saint Lucia,2028,3428.8095238095266
Saint Lucia,2029,3649.380952380947
Saint Lucia,2030,3869.952380952367
Saint Vincent and the Grenadines,2026,1314.1333333333314
Saint Vincent and the Grenadines,2027,1394.504761904769
Saint Vincent and the Grenadines,2028,1474.8761904761777
Saint Vincent and the Grenadines,2029,1555.2476190476154
Saint Vincent and the Grenadines,2030,1635.6190476190532
Samoa,2026,1175.199999999997
Samoa,2027,1238.971428571429
Samoa,2028,1302.7428571428609
Samoa,2029,1366.5142857142782
Samoa,2030,1430.2857142857101
San Marino,2026,2221.7999999999884
San Marino,2027,2316.3142857142957
San Marino,2028,2410.828571428574
San Marino,2029,2505.342857142852
San Marino,2030,2599.8571428571304
Saudi Arabia,2026,1226282.0
Saudi Arabia,2027,1293139.2857142985
Saudi Arabia,2028,1359996.571428597
Saudi Arabia,2029,1426853.8571428657
Saudi Arabia,2030,1493711.1428571641
Senegal,2026,36662.40000000037
Senegal,2027,38655.80000000028
Senegal,2028,40649.200000000186
Senegal,2029,42642.60000000009
Senegal,2030,44636.0
Serbia,2026,102009.8666666653
Serbia,2027,109657.06666666642
Serbia,2028,117304.26666666567
Serbia,2029,124951.46666666493
Serbia,2030,132598.66666666605
Seychelles,2026,2534.7999999999884
Seychelles,2027,2714.0285714285565
Seychelles,2028,2893.2571428571246
Seychelles,2029,3072.4857142856927
Seychelles,2030,3251.7142857142608
Sierra Leone,2026,8159.866666666698
Sierra Leone,2027,8424.49523809529
Sierra Leone,2028,8689.123809523764
Sierra Leone,2029,8953.752380952355
Sierra Leone,2030,9218.380952380947
Singapore,2026,626081.0
Singapore,2027,666276.7142857164
Singapore,2028,706472.4285714328
Singapore,2029,746668.1428571492
Singapore,2030,786863.8571428657
Slovakia,2026,154866.40000000037
Slovakia,2027,162687.6571428571
Slovakia,2028,170508.9142857138
Slovakia,2029,178330.1714285724
Slovakia,2030,186151.4285714291
Slovenia,2026,80418.53333333507
Slovenia,2027,84740.87619047798
Slovenia,2028,89063.21904762089
Slovenia,2029,93385.5619047638
Slovenia,2030,97707.90476190671
Solomon Islands,2026,1926.8666666666686
Solomon Islands,2027,2003.0666666666511
Solomon Islands,2028,2079.266666666663
Solomon Islands,2029,2155.4666666666744
Solomon Islands,2030,2231.666666666657
Somalia,2026,13789.933333333116
Somalia,2027,14662.676190475933
Somalia,2028,15535.419047618983
Somalia,2029,16408.1619047618
Somalia,2030,17280.904761904618
South Africa,2026,420193.6000000015
South Africa,2027,428033.2000000011
South Africa,2028,435872.80000000075
South Africa,2029,443712.4000000004
South Africa,2030,451552.0
South Korea,2026,1835993.6666666667
South Korea,2027,1837457.238095238
South Korea,2028,1838920.8095238095
South Korea,2029,1840384.3809523808
South Korea,2030,1841847.9523809522
South Sudan,2026,5048.466666666674
South Sudan,2027,4776.266666666605
South Sudan,2028,4504.066666666651
South Sudan,2029,4231.866666666698
South Sudan,2030,3959.666666666628
Spain,2026,1907492.0
Spain,2027,2007685.0
Spain,2028,2107878.0
Spain,2029,2208071.0
Spain,2030,2308264.0
Sri Lanka,2026,95810.40000000037
Sri Lanka,2027,98253.79999999981
Sri Lanka,2028,100697.20000000019
Sri Lanka,2029,103140.60000000056
Sri Lanka,2030,105584.0
Sudan,2026,29866.0
Sudan,2027,28843.428571428638
Sudan,2028,27820.857142857276
Sudan,2029,26798.28571428568
Sudan,2030,25775.71428571432
Suriname,2026,4863.266666666605
Suriname,2027,5203.43809523806
Suriname,2028,5543.609523809515
Suriname,2029,5883.780952380854
Suriname,2030,6223.952380952309
Sweden,2026,626369.200000003
Sweden,2027,634944.4000000022
Sweden,2028,643519.6000000015
Sweden,2029,652094.8000000007
Sweden,2030,660670.0
Switzerland,2026,1006704.5333333313
Switzerland,2027,1048465.8761904687
Switzerland,2028,1090227.219047621
Switzerland,2029,1131988.5619047582
Switzerland,2030,1173749.9047618955
São Tomé and Príncipe,2026,937.0666666666511
São Tomé and Príncipe,2027,1019.3238095238048
São Tomé and Príncipe,2028,1101.5809523809294
São Tomé and Príncipe,2029,1183.838095238083
São Tomé and Príncipe,2030,1266.0952380952367
Taiwan,2026,825513.7333333343
Taiwan,2027,844035.990476191
Taiwan,2028,862558.2476190478
Taiwan,2029,881080.5047619045
Taiwan,2030,899602.7619047612
Tajikistan,2026,16169.266666666605
Tajikistan,2027,17560.723809523508
Tajikistan,2028,18952.180952380877
Tajikistan,2029,20343.63809523778
Tajikistan,2030,21735.09523809515
Tanzania,2026,90593.26666666567
Tanzania,2027,95010.58095237985
Tanzania,2028,99427.89523809403
Tanzania,2029,103845.20952380821
Tanzania,2030,108262.52380952239
Thailand,2026,546112.4000000022
Thailand,2027,554961.5142857172
Thailand,2028,563810.6285714284
Thailand,2029,572659.7428571433
Thailand,2030,581508.8571428582
Timor-Leste,2026,1914.600000000035
Timor-Leste,2027,1737.4857142857509
Timor-Leste,2028,1560.3714285714668
Timor-Leste,2029,1383.2571428571828
Timor-Leste,2030,1206.1428571428987
Togo,2026,10630.266666666605
Togo,2027,11155.009523809422
Togo,2028,11679.752380952472
Togo,2029,12204.49523809529
Togo,2030,12729.238095238106
Tonga,2026,564.0666666666693
Tonga,2027,574.8952380952396
Tonga,2028,585.7238095238135
Tonga,2029,596.5523809523838
Tonga,2030,607.3809523809541
Trinidad and Tobago,2026,28033.0
Trinidad and Tobago,2027,28844.428571428638
Trinidad and Tobago,2028,29655.857142857276
Trinidad and Tobago,2029,30467.28571428568
Trinidad and Tobago,2030,31278.71428571432
Tunisia,2026,57801.0
Tunisia,2027,60420.42857142817
Tunisia,2028,63039.857142856345
Tunisia,2029,65659.28571428545
Tunisia,2030,68278.71428571362
Turkey,2026,1590372.4666666985
Turkey,2027,1743779.8380952477
Turkey,2028,1897187.2095238566
Turkey,2029,2050594.580952406
Turkey,2030,2204001.952380955
Turkmenistan,2026,98254.59999999963
Turkmenistan,2027,105340.34285714291
Turkmenistan,2028,112426.0857142862
Turkmenistan,2029,119511.82857142761
Turkmenistan,2030,126597.5714285709
Tuvalu,2026,68.9333333333334
Tuvalu,2027,71.10476190476129
Tuvalu,2028,73.2761904761901
Tuvalu,2029,75.4476190476189
Tuvalu,2030,77.6190476190477
Uganda,2026,67859.8666666653
Uganda,2027,72932.49523809552
Uganda,2028,78005.12380952388
Uganda,2029,83077.75238095224
Uganda,2030,88150.3809523806
Ukraine,2026,205662.73333333433
Ukraine,2027,212360.7047619056
Ukraine,2028,219058.67619047686
Ukraine,2029,225756.64761904813
Ukraine,2030,232454.6190476194
United Arab Emirates,2026,615137.4666666687
United Arab Emirates,2027,654358.1238095313
United Arab Emirates,2028,693578.7809523791
United Arab Emirates,2029,732799.4380952418
United Arab Emirates,2030,772020.0952381045
United Kingdom,2026,4048829.6666666865
United Kingdom,2027,4261679.952380955
United Kingdom,2028,4474530.238095224
United Kingdom,2029,4687380.523809552
United Kingdom,2030,4900230.809523821
United States,2026,32808219.666666508
United States,2027,34636518.52380943
United States,2028,36464817.38095236
United States,2029,38293116.23809528
United States,2030,40121415.09523821
Uruguay,2026,90490.40000000037
Uruguay,2027,96173.94285714254
Uruguay,2028,101857.48571428657
Uruguay,2029,107541.02857142873
Uruguay,2030,113224.5714285709
Uzbekistan,2026,142889.3333333321
Uzbekistan,2027,155905.904761903
Uzbekistan,2028,168922.47619047388
Uzbekistan,2029,181939.04761904478
Uzbekistan,2030,194955.61904761568
Vanuatu,2026,1328.9333333333343
Vanuatu,2027,1392.8190476190357
Vanuatu,2028,1456.7047619047516
Vanuatu,2029,1520.5904761904676
Vanuatu,2030,1584.4761904761835
Venezuela,2026,139657.80000000075
Venezuela,2027,154838.02857142687
Venezuela,2028,170018.25714285672
Venezuela,2029,185198.48571428657
Venezuela,2030,200378.7142857127
Vietnam,2026,519826.799999997
Vietnam,2027,548781.8857142851
Vietnam,2028,577736.9714285657
Vietnam,2029,606692.0571428537
Vietnam,2030,635647.1428571418
Yemen,2026,17934.06666666665
Yemen,2027,17388.46666666679
Yemen,2028,16842.866666666698
Yemen,2029,16297.266666666605
Yemen,2030,15751.666666666744
Zambia,2026,31865.06666666642
Zambia,2027,33721.18095238088
Zambia,2028,35577.29523809487
Zambia,2029,37433.40952380933
Zambia,2030,39289.52380952379
Zimbabwe,2026,39670.33333333349
Zimbabwe,2027,41288.190476190764
Zimbabwe,2028,42906.04761904804
Zimbabwe,2029,44523.90476190485
Zimbabwe,2030,46141.76190476213
